Property ID,Property Type,Location,Size,No of rooms,Year Built,Floor level,Building Condition,Price,Rent,Property Tax,Maintenance Cost,HOA Fees,Mortgage Interest Rate,Average Price per Square Meter,Price Change,Rental Yield,Days on Market
920,House,Friedrichshain-Kreuzberg,123,1,1969,4,Fair,516046,2150,7741,5160,215,3.31,4195,7.21,5.0,46
921,Apartment,Treptow-Köpenick,83,2,2003,2,Good,572132,2384,8582,5721,238,2.57,6893,6.89,5.0,36
922,Apartment,Neukölln,104,2,2013,1,Poor,368206,1534,5523,3682,153,3.97,3540,1.47,5.0,85
923,Apartment,Tempelhof-Schöneberg,113,1,1985,4,Fair,402878,1679,6043,4029,168,3.23,3565,8.12,5.0,92
924,Apartment,Marzahn-Hellersdorf,78,2,1953,5,Good,659590,2748,9894,6596,275,3.49,8456,6.8,5.0,111
925,Apartment,Reinickendorf,31,3,1915,2,Excellent,150244,626,2254,1502,63,4.14,4847,2.48,5.0,98
926,House,Treptow-Köpenick,143,3,2006,4,Excellent,900692,3753,13510,9007,375,3.01,6299,-4.12,5.0,46
927,House,Schöneberg,149,3,1929,3,Poor,477265,1989,7159,4773,199,3.25,3203,9.85,5.0,100
928,House,Neukölln,67,4,1985,3,Excellent,157405,656,2361,1574,66,3.4,2349,-4.6,5.0,62
929,Apartment,Neukölln,134,3,2011,1,Poor,636381,2652,9546,6364,265,3.84,4749,-0.33,5.0,91
930,House,Mitte,54,1,1907,3,Good,101851,424,1528,1019,42,3.53,1886,-4.87,5.0,114
931,Apartment,Prenzlauer Berg,57,4,2012,1,Fair,273711,1140,4106,2737,114,4.45,4802,6.79,5.0,83
932,Apartment,Neukölln,135,2,1925,3,Fair,706287,2943,10594,7063,294,4.27,5232,-0.57,5.0,94
933,House,Spandau,117,1,1930,4,Good,333326,1389,5000,3333,139,3.02,2849,-4.21,5.0,108
934,House,Neukölln,47,2,2023,3,Good,188720,786,2831,1887,79,3.87,4015,3.79,5.0,41
935,Apartment,Reinickendorf,102,1,1924,3,Good,535124,2230,8027,5351,223,2.89,5246,2.45,5.0,110
936,Apartment,Neukölln,135,2,2020,3,Fair,443463,1848,6652,4435,185,3.11,3285,-2.42,5.0,83
937,House,Charlottenburg-Wilmersdorf,62,1,1966,3,Poor,143921,600,2159,1439,60,2.6,2321,-3.26,5.0,76
938,House,Mitte,140,3,1987,3,Excellent,1203036,5013,18046,12030,501,3.89,8593,7.29,5.0,63
939,House,Charlottenburg-Wilmersdorf,131,4,1931,3,Fair,748652,3119,11230,7487,312,3.12,5715,8.88,5.0,33
940,Apartment,Treptow-Köpenick,60,4,1913,2,Excellent,100993,421,1515,1010,42,4.34,1683,-1.51,5.0,63
941,House,Steglitz-Zehlendorf,125,1,1944,1,Fair,627443,2614,9412,6274,261,3.48,5020,7.05,5.0,97
942,Apartment,Treptow-Köpenick,128,1,1948,5,Fair,633944,2641,9509,6339,264,4.06,4953,6.74,5.0,51
943,House,Neukölln,31,2,1954,3,Poor,180722,753,2711,1807,75,4.49,5830,8.11,5.0,103
944,Apartment,Reinickendorf,75,4,1930,5,Excellent,174947,729,2624,1749,73,2.97,2333,4.35,5.0,111
945,Apartment,Spandau,58,1,1959,4,Poor,216737,903,3251,2167,90,3.15,3737,8.05,5.0,86
946,House,Steglitz-Zehlendorf,57,3,1980,2,Good,374221,1559,5613,3742,156,3.21,6565,2.9,5.0,112
947,House,Mitte,128,1,1965,4,Good,976494,4069,14647,9765,407,3.21,7629,7.66,5.0,99
948,Apartment,Lichtenberg,66,2,1994,1,Excellent,438547,1827,6578,4385,183,4.35,6645,2.68,5.0,99
949,House,Spandau,73,3,1979,3,Good,327238,1363,4909,3272,136,4.21,4483,1.43,5.0,64
950,Apartment,Friedrichshain-Kreuzberg,126,1,2020,3,Excellent,285015,1188,4275,2850,119,3.14,2262,-4.13,5.0,31
951,Apartment,Charlottenburg-Wilmersdorf,144,3,2006,4,Excellent,355501,1481,5333,3555,148,3.86,2469,1.37,5.0,115
952,House,Steglitz-Zehlendorf,81,3,2018,5,Good,326935,1362,4904,3269,136,3.52,4036,0.68,5.0,68
953,Apartment,Schöneberg,121,3,1941,3,Poor,910112,3792,13652,9101,379,4.41,7522,5.25,5.0,90
954,Apartment,Friedrichshain-Kreuzberg,58,1,2008,1,Good,380557,1586,5708,3806,159,3.36,6561,4.34,5.0,56
955,Apartment,Charlottenburg-Wilmersdorf,94,1,1963,4,Poor,553854,2308,8308,5539,231,4.46,5892,8.45,5.0,49
956,House,Marzahn-Hellersdorf,112,2,2014,3,Fair,843152,3513,12647,8432,351,3.0,7528,-0.58,5.0,91
957,House,Tempelhof-Schöneberg,38,2,1921,5,Fair,189433,789,2841,1894,79,3.39,4985,-3.74,5.0,77
958,House,Tempelhof-Schöneberg,63,1,1951,1,Poor,109881,458,1648,1099,46,3.12,1744,2.98,5.0,55
959,Apartment,Friedrichshain-Kreuzberg,148,4,1933,2,Excellent,1062757,4428,15941,10628,443,3.59,7181,-0.8,5.0,120
960,House,Steglitz-Zehlendorf,75,1,1983,3,Good,547328,2281,8210,5473,228,2.81,7298,1.51,5.0,70
961,House,Reinickendorf,35,1,2004,3,Poor,103842,433,1558,1038,43,3.47,2967,3.42,5.0,34
962,Apartment,Neukölln,72,1,1911,4,Poor,401917,1675,6029,4019,168,2.96,5582,-2.43,5.0,91
963,Apartment,Lichtenberg,138,3,1986,4,Fair,1087872,4533,16318,10879,453,3.09,7883,3.4,5.0,50
964,House,Neukölln,56,2,1983,4,Excellent,302720,1261,4541,3027,126,4.34,5406,7.91,5.0,39
965,House,Charlottenburg-Wilmersdorf,120,3,1918,2,Fair,832532,3469,12488,8325,347,3.88,6938,-2.0,5.0,106
966,Apartment,Lichtenberg,117,2,2005,3,Fair,777666,3240,11665,7777,324,2.73,6647,8.37,5.0,72
967,Apartment,Schöneberg,123,3,1928,4,Good,778657,3244,11680,7787,324,3.46,6331,-2.11,5.0,48
968,House,Charlottenburg-Wilmersdorf,105,2,1970,4,Poor,705427,2939,10581,7054,294,3.67,6718,-3.6,5.0,54
969,Apartment,Charlottenburg-Wilmersdorf,133,2,1991,4,Good,1028790,4287,15432,10288,429,3.41,7735,-2.86,5.0,33
970,House,Steglitz-Zehlendorf,94,4,1969,4,Poor,626207,2609,9393,6262,261,3.5,6662,-1.34,5.0,76
971,House,Marzahn-Hellersdorf,148,1,2002,3,Fair,800042,3334,12001,8000,333,4.03,5406,5.8,5.0,109
972,Apartment,Reinickendorf,146,3,1971,5,Good,935845,3899,14038,9358,390,2.92,6410,0.17,5.0,85
973,Apartment,Charlottenburg-Wilmersdorf,82,3,1938,4,Good,673837,2808,10108,6738,281,3.02,8218,6.08,5.0,39
974,House,Charlottenburg-Wilmersdorf,34,4,2007,1,Excellent,261081,1088,3916,2611,109,4.18,7679,1.75,5.0,84
975,House,Mitte,109,3,1998,4,Poor,699963,2917,10499,7000,292,3.02,6422,-4.89,5.0,61
976,Apartment,Schöneberg,129,3,1937,3,Poor,1066301,4443,15995,10663,444,3.3,8266,-4.74,5.0,73
977,House,Steglitz-Zehlendorf,147,4,1926,2,Good,1201088,5005,18016,12011,500,2.71,8171,5.03,5.0,39
978,House,Spandau,70,3,1938,3,Fair,140326,585,2105,1403,58,2.89,2005,2.04,5.0,68
979,House,Steglitz-Zehlendorf,44,1,1964,4,Poor,349998,1458,5250,3500,146,2.81,7954,-0.14,5.0,109
980,Apartment,Lichtenberg,109,4,2007,2,Poor,418763,1745,6281,4188,174,4.43,3842,4.41,5.0,77
981,Apartment,Lichtenberg,96,3,1946,3,Good,174844,729,2623,1748,73,3.14,1821,-2.72,5.0,58
982,Apartment,Marzahn-Hellersdorf,141,4,2003,1,Good,592172,2467,8883,5922,247,2.79,4200,7.11,5.0,92
983,Apartment,Lichtenberg,130,3,1948,4,Good,913288,3805,13699,9133,380,4.06,7025,-3.21,5.0,102
984,Apartment,Tempelhof-Schöneberg,128,4,1955,3,Poor,380225,1584,5703,3802,158,4.24,2971,5.05,5.0,50
985,House,Reinickendorf,73,3,1939,1,Good,498801,2078,7482,4988,208,4.21,6833,6.23,5.0,56
986,House,Schöneberg,115,3,2016,2,Poor,577193,2405,8658,5772,240,3.81,5019,-1.44,5.0,41
987,Apartment,Tempelhof-Schöneberg,87,2,1964,3,Fair,479888,2000,7198,4799,200,2.64,5516,4.46,5.0,97
988,House,Lichtenberg,138,4,1907,4,Good,1070702,4461,16061,10707,446,3.43,7759,2.19,5.0,73
989,House,Schöneberg,138,2,1992,5,Good,676872,2820,10153,6769,282,2.67,4905,1.45,5.0,39
990,Apartment,Marzahn-Hellersdorf,64,1,2000,5,Poor,307669,1282,4615,3077,128,3.21,4807,-3.26,5.0,72
991,Apartment,Treptow-Köpenick,91,2,1918,1,Poor,297584,1240,4464,2976,124,3.74,3270,3.67,5.0,52
992,Apartment,Steglitz-Zehlendorf,31,2,2014,4,Fair,80050,334,1201,800,33,3.19,2582,-4.87,5.01,98
993,Apartment,Schöneberg,65,3,1933,4,Good,495672,2065,7435,4957,206,3.35,7626,9.89,5.0,57
994,House,Marzahn-Hellersdorf,49,2,1953,2,Fair,303952,1266,4559,3040,127,3.67,6203,3.48,5.0,78
995,Apartment,Mitte,42,3,1944,1,Poor,147148,613,2207,1471,61,2.86,3504,8.68,5.0,74
996,House,Marzahn-Hellersdorf,116,2,1931,3,Good,727466,3031,10912,7275,303,3.74,6271,5.44,5.0,104
997,House,Treptow-Köpenick,138,2,1987,4,Poor,349007,1454,5235,3490,145,3.42,2529,2.73,5.0,46
998,House,Tempelhof-Schöneberg,56,4,1952,2,Fair,186216,776,2793,1862,78,4.02,3325,-3.52,5.0,98
999,Apartment,Charlottenburg-Wilmersdorf,108,3,1946,1,Good,475920,1983,7139,4759,198,3.71,4407,7.36,5.0,45
1000,Apartment,Steglitz-Zehlendorf,48,2,1978,2,Fair,416217,1734,6243,4162,173,4.17,8671,3.07,5.0,113
